date,address
2013-04-30,台北市士林區中山北路七段114巷63之2號2樓
2013-04-30,台北市士林區中山北路七段190巷104-1號
2013-04-30,台北市士林區承德路四段285號11樓
2013-04-30,台北市士林區承德路四段6巷2號5樓
2013-04-30,台北市大同區民權西路235號二樓
2013-04-30,台北市大同區民權西路235號三樓
2013-04-30,台北市大同區民權西路235號四樓
2013-04-30,台北市大同區民權西路235號五樓
2013-04-30,台北市大安區大安路一段16巷7之1號二樓
2013-04-30,台北市大安區安居街34巷6號五樓
2013-04-30,台北市大安區安居街49號五樓
2013-04-30,台北市大安區忠孝東路四段205巷37號六樓
2013-04-30,台北市大安區忠孝東路四段205巷37號七樓
2013-04-30,台北市大安區金山南路二段192巷31號二樓
2013-04-30,台北市中山區林森北路133巷86號
2013-04-30,台北市中山區林森北路133巷86號地下樓
2013-04-30,台北市內湖區金龍路69號三樓
2013-04-30,台北市內湖區金龍路73號五樓
2013-04-30,台北市內湖區文德路207巷5弄6號4樓
2013-04-30,台北市內湖區文德路219號3樓
2013-04-30,台北市內湖區港華街17-1號2樓
2013-04-30,台北市內湖區港華街19-1號2樓
2013-04-30,台北市內湖區港華街51巷3弄5號1樓
2013-04-30,台北市內湖區環山路二段109巷8弄14號2樓
2013-04-30,台北市內湖區麗山街322-1號5樓
2013-04-30,台北市內湖區麗山街348巷1號5樓
2013-04-30,台北市內湖區麗山街348巷23號2樓
2013-04-30,台北市文山區興隆路三段185巷3弄1號1樓
2013-04-30,台北市文山區興隆路三段185巷9弄8號3樓
2013-04-30,台北市文山區興隆路三段185巷11弄14號4樓
2013-04-30,台北市北投區中央北路四段130號二樓
2013-04-30,台北市北投區中央北路四段346號五樓
2013-04-30,台北市北投區中央北路四段360號三樓
2013-04-30,台北市北投區中央北路四段366號
2013-04-30,台北市北投區行義路186巷24號2樓
2013-04-30,台北市北投區西安街一段313巷16弄32之1號
2013-04-30,台北市北投區溫泉路132之5號四樓
2013-04-30,台北市北投區溫泉路132之7號
2013-04-30,台北市北投區溫泉路132之10號二樓
2013-04-30,台北市北投區溫泉路132之10號四樓
2013-04-30,台北市松山區八德路三段199巷19號5樓之1
2013-04-30,台北市松山區八德路三段199巷21號3樓之8
2013-04-30,台北市松山區八德路三段199巷21號4樓之6
2013-04-30,台北市信義區和平東路三段195號
2013-04-30,台北市信義區和平東路三段195號二樓
2013-04-30,台北市南港區研究院路二段2巷12弄15號二樓
2013-04-30,台北市南港區研究院路二段34巷19之1號5樓
2013-04-30,台北市萬華區康定路346號二樓
2013-04-30,台北市萬華區萬青街102號
2013-04-30,台北市萬華區環河南路二段125巷15弄6號五樓
2013-04-30,台北市萬華區環河南路二段125巷15弄8號
2013-04-30,新北市三重區大同南路134巷1號
2013-04-30,新北市三重區仁忠街31巷8弄43號三樓
2013-04-30,新北市三重區自強路一段220巷4號四樓
2013-04-30,新北市三重區自強路一段220巷6號四樓
2013-04-30,新北市三重區自強路一段61號二樓
2013-04-30,新北市三重區自強路一段61號三樓
2013-04-30,新北市三重區頂崁街210巷13號三樓
2013-04-30,新北市土城區亞洲路108巷1弄31號
2013-04-30,新北市土城區亞洲路108巷1弄41號
2013-04-30,新北市土城區延峰街16號四樓
2013-04-30,新北市土城區南天母路137之9號三樓
2013-04-30,新北市土城區廣明街32號四樓
2013-04-30,新北市中和區民德路25巷7弄5號五樓
2013-04-30,新北市中和區民德路25巷7弄6號四樓
2013-04-30,新北市中和區民德路25巷7弄9號二樓
2013-04-30,新北市中和區安和路209號五樓
2013-04-30,新北市中和區秀朗路三段163巷4之2號
2013-04-30,新北市永和區民樂街38號四樓
2013-04-30,新北市永和區福和路290號
2013-04-30,新北市永和區林森路114號二樓
2013-04-30,新北市永和區復興街36號四樓
2013-04-30,新北市永和區復興街38號四樓
2013-04-30,新北市板橋區重慶路290巷11之2號
2013-04-30,新北市板橋區國慶路149巷37弄6之1號
2013-04-30,新北市板橋區國慶路149巷44弄6號
2013-04-30,新北市板橋區莊敬路134之3號
2013-04-30,新北市板橋區陽明街164巷36號三樓
2013-04-30,新北市板橋區溪崑二街16巷10號二樓
2013-04-30,新北市板橋區溪崑二街16巷14號
2013-04-30,新北市板橋區溪崑二街16巷14號二樓
2013-04-30,新北市板橋區溪崑二街16巷4號三樓
2013-04-30,新北市板橋區溪崑二街16巷8號二樓
2013-04-30,新北市板橋區龍泉街73巷4之1號
2013-04-30,新北市板橋區龍泉街77號
2013-04-30,新北市板橋區龍泉街77之4號
2013-04-30,新北市板橋區龍泉街79巷3之3號
2013-04-30,新北市板橋區龍泉街85巷1之1號
2013-04-30,新北市板橋區龍泉街85巷4之2號
2013-04-30,新北市板橋區龍泉街85巷5之4號
2013-04-30,新北市板橋區龍泉街87之4號
2013-04-30,新北市板橋區龍泉街88之4號
2013-04-30,新北市板橋區龍泉街97巷3之1號
2013-04-30,新北市板橋區龍泉街97巷5之2號
2013-04-30,新北市板橋區龍泉街102之4號
2013-04-30,新北市淡水區樹梅坑24之1號九樓
2013-04-30,新北市淡水區樹梅坑27之1號四樓
2013-04-30,新北市淡水區樹梅坑40號十樓
2013-04-30,新北市新店區吉祥街11巷10號
2013-04-30,新北市新店區吉祥街13巷36號二樓
2013-04-30,新北市新店區吉祥街15巷14號二樓
2013-04-30,新北市新店區吉祥街15巷30號二樓
2013-04-30,新北市新店區吉祥街15巷40號
2013-04-30,新北市新店區吉祥街7巷11號
2013-04-30,新北市新店區吉祥街7巷24號
2013-04-30,新北市新店區吉祥街7巷32號二樓
2013-04-30,新北市新店區吉祥街7巷8號
2013-04-30,新北市新店區吉祥街9巷14號
2013-04-30,新北市新店區吉祥街9巷28號二樓
2013-04-30,新北市新店區吉祥街9巷32號二樓
2013-04-30,新北市新店區吉祥街9巷6號二樓
2013-04-30,新北市新店區吉祥街9巷7號三樓
2013-04-30,新北市新店區安和路二段169巷17號
2013-04-30,新北市新店區自立街130巷2號四樓
2013-04-30,新北市新店區玫瑰路57巷47號
2013-04-30,新北市新莊區中安街26號三樓
2013-04-30,新北市新莊區中安街28號四樓
2013-04-30,新北市新莊區中安街30號四樓
2013-04-30,新北市新莊區中安街32號五樓
2013-04-30,新北市新莊區中安街34號二樓
2013-04-30,新北市新莊區中和街9號二樓
2013-04-30,新北市新莊區中和街9號三樓
2013-04-30,新北市新莊區中和街9號五樓
2013-04-30,新北市新莊區中和街9號四樓
2013-04-30,新北市新莊區中華路二段3巷3號
2013-04-30,新北市新莊區中華路二段45巷7號四樓
2013-04-30,新北市新莊區民安西路75巷1號四樓
2013-04-30,新北市新莊區民安西路75巷8號四樓
2013-04-30,新北市新莊區民安西路75巷13號三樓
2013-04-30,新北市新莊區民安西路75巷15號五樓
2013-04-30,新北市新莊區民安西路75巷19號五樓
2013-04-30,新北市新莊區民安西路81巷11號
2013-04-30,新北市新莊區民安西路81巷11號四樓
2013-04-30,新北市新莊區幸福路64巷3弄8之4號
2013-04-30,新北市新莊區幸福路530號
2013-04-30,新北市新莊區幸福路70之1號
2013-04-30,新北市新莊區幸福路74之4號
2013-04-30,新北市新莊區幸福路76之4號
2013-04-30,新北市新莊區昌盛街76之2號
2013-04-30,新北市新莊區後港一路74號四樓
2013-04-30,新北市新莊區復興路二段103之4號
2013-04-30,新北市新莊區復興路二段107號
2013-04-30,新北市新莊區復興路二段121號
2013-04-30,新北市新莊區復興路二段132號四樓
2013-04-30,新北市新莊區復興路二段132號五樓
2013-04-30,新北市樹林區三俊街126巷29號
2013-04-30,新北市樹林區三俊街131號
2013-04-30,新北市樹林區三俊街135巷22號
2013-04-30,新北市樹林區三俊街65巷36號
2013-04-30,新北市樹林區三俊街65巷38號
2013-04-30,新北市樹林區三俊街71號
2013-04-30,新北市樹林區三龍街86號
2013-04-30,新北市樹林區太順街62巷1弄36號四樓
2013-04-30,新北市樹林區太順街62巷1弄36號五樓
2013-04-30,新北市樹林區太順街62巷3弄28號二樓
2013-04-30,新北市樹林區太順街62巷3弄32號五樓
2013-04-30,新北市樹林區太順街62巷3弄33號五樓
2013-04-30,新北市樹林區太順街62巷3弄36號二樓
2013-04-30,新北市樹林區太順街96巷10號
2013-04-30,新北市樹林區太順街96巷12號三樓
2013-04-30,新北市樹林區太順街96巷16弄14號四樓
2013-04-30,新北市樹林區太順街96巷16弄8號五樓
2013-04-30,新北市樹林區太順街96巷8號二樓
2013-04-30,新北市樹林區太順街96巷8號四樓
2013-04-30,新北市樹林區中正路213號
2013-04-30,新北市樹林區俊興街246號
2013-04-30,新北市樹林區俊興街250號
2013-04-30,新北市樹林區俊興街254號
2013-04-30,新北市蘆洲區三民路123號三樓
2013-04-30,新北市蘆洲區民族路151號四樓
2013-04-30,新北市蘆洲區民族路153巷1號三樓
2013-04-30,新北市蘆洲區民族路153巷3號四樓
2013-04-30,新北市蘆洲區民族路153巷7號二樓
2013-04-30,新北市蘆洲區民族路153巷8號五樓
2013-04-30,新北市蘆洲區民族路416號三樓
2013-04-30,新北市蘆洲區民族路420號三樓
2013-04-30,新北市蘆洲區民族路420號五樓
2013-04-30,新北市蘆洲區民族路422巷33弄6號
2013-04-30,新北市蘆洲區民族路422巷33弄8號二樓
2013-04-30,新北市蘆洲區民族路426巷56號四樓
2013-04-30,新北市蘆洲區民族路426巷58號三樓
2013-04-30,新北市蘆洲區民權路68巷1號二樓
2013-04-30,新北市蘆洲區民權路68巷5號二樓
2013-04-30,新北市蘆洲區民權路68巷7號四樓
2013-04-30,新北市蘆洲區民權路68巷9號三樓
2013-04-30,新北市蘆洲區成功路54號五樓
2013-04-30,新北市蘆洲區信義路59巷9號二樓
2013-04-30,基隆市安樂區安樂路一段143號三樓
2013-04-30,基隆市安樂區安樂路一段145號四樓
2013-04-30,桃園縣八德市中華路265巷11之4號
2013-04-30,桃園縣八德市中華路265巷1之1號
2013-04-30,桃園縣八德市中華路265巷1號
2013-04-30,桃園縣八德市中華路265巷9之4號
2013-04-30,桃園縣八德市廣隆街65巷19號
2013-04-30,桃園縣大溪鎮民權東路31巷5號四樓
2013-04-30,桃園縣大溪鎮民權東路31巷7號四樓
2013-04-30,桃園縣大溪鎮民權東路31巷7號五樓
2013-04-30,桃園縣大溪鎮民權東路31巷9弄1號四樓
2013-04-30,桃園縣龍潭鄉中興路63巷14弄1衖10號四樓
2013-04-30,桃園縣龍潭鄉中興路63巷14弄1衖12號三樓
2013-04-30,桃園縣龍潭鄉中興路63巷14弄1衖1號三樓
2013-04-30,桃園縣龍潭鄉中興路63巷14弄1衖4號四樓
2013-04-30,桃園縣中壢市中明路126號三樓
2013-04-30,桃園縣中壢市中明路126號四樓
2013-04-30,桃園縣中壢市中明路130號五樓
2013-04-30,桃園縣中壢市中豐路68號
2013-04-30,桃園縣中壢市五光三街54號三樓
2013-04-30,桃園縣中壢市五光三街54號五樓
2013-04-30,桃園縣中壢市五光三街54號四樓
2013-04-30,桃園縣中壢市五光三街56號二樓
2013-04-30,桃園縣中壢市五光三街58巷10號五樓
2013-04-30,桃園縣中壢市五光三街58巷10號四樓
2013-04-30,桃園縣中壢市五光三街58巷3號五樓
2013-04-30,桃園縣中壢市五光三街58巷6號五樓
2013-04-30,桃園縣中壢市五光三街58巷6號四樓
2013-04-30,桃園縣中壢市五光三街58巷8號二樓
2013-04-30,桃園縣中壢市五光三街62巷4號四樓
2013-04-30,桃園縣中壢市元化路2之16號
2013-04-30,桃園縣中壢市龍岡路一段57號
2013-04-30,桃園縣平鎮市延平路三段67號
2013-04-30,桃園縣平鎮市長安路1巷33之3號
2013-04-30,桃園縣平鎮市長安路1巷41之4號
2013-04-30,桃園縣平鎮市崇德街13巷1弄16號
2013-04-30,桃園縣平鎮市崇德街13巷1弄18號
2013-04-30,桃園縣平鎮市莒光路13巷25弄4之2號
2013-04-30,桃園縣平鎮市莒光路13巷25弄5號
2013-04-30,桃園縣平鎮市新榮路341巷14號
2013-04-30,桃園縣平鎮市新興路130巷2號
2013-04-30,桃園縣平鎮市廣東路41號
2013-04-30,桃園縣平鎮市環南路301巷12弄25號
2013-04-30,桃園縣桃園市三民路三段176之5號
2013-04-30,桃園縣桃園市三民路三段178之8號
2013-04-30,桃園縣桃園市北華街51號
2013-04-30,桃園縣桃園市寶慶路292號
2013-04-30,桃園縣桃園市大興西路三段156巷16號
2013-04-30,桃園縣桃園市中正路1535巷99號
2013-04-30,桃園縣桃園市長壽街9號
2013-04-30,桃園縣桃園市福山街62巷12之2號
2013-04-30,桃園縣桃園市福山街62巷4之3號
2013-04-30,桃園縣桃園市福山街62巷6之3號
2013-04-30,桃園縣桃園市龍壽街40號二樓
2013-04-30,桃園縣桃園市龍壽街42號四樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄10號五樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄1號一樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄1號二樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄2號二樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄3號二樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄3號四樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄4號四樓
2013-04-30,桃園縣桃園市龍壽街46巷1弄7號五樓
2013-04-30,桃園縣桃園市龍壽街52號二樓
2013-04-30,桃園縣桃園市龍壽街54號三樓
2013-04-30,桃園縣桃園市龍壽街54號四樓
2013-04-30,桃園縣桃園市龍壽街56之1號三樓
2013-04-30,桃園縣桃園市龍壽街56之2號三樓
2013-04-30,桃園縣龜山鄉幸福二十九街9號二樓
2013-04-30,桃園縣龜山鄉幸福二十九街32號三樓
2013-04-30,桃園縣龜山鄉幸福三十一街15號三樓
2013-04-30,桃園縣龜山鄉幸福三十一街34號三樓
2013-04-30,桃園縣龜山鄉幸福三十一街35號
2013-04-30,桃園縣龜山鄉幸福街34號四樓
2013-04-30,桃園縣龜山鄉明德路18號
2013-04-30,桃園縣龜山鄉華美二街12號
2013-04-30,桃園縣龜山鄉華美街150號
2013-04-30,桃園縣龜山鄉中和南路59號
2013-04-30,桃園縣楊梅市楊新北路21巷1弄85號
